"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1094","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Government Economic Service","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1094","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Government Economic Service","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1094","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Government Operational Research Service","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1094","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Government Social Research Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1094","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Government Social Research Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1094","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Government Statistical Service Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1094","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Government Statistical Service Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1094","Higher Officer (HO)","37682","46077","Customer Strategy & Tax Design, Higher Officer","<5","Government Economic Service","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1094","Higher Officer (HO)","37682","46077","Customer Strategy & Tax Design, Higher Officer","<5","Government Economic Service","Yorkshire and The Humber"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1094","Higher Officer (HO)","37682","46077","Customer Strategy & Tax Design, Higher Officer","<5","Government Social Research Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1094","Higher Officer (HO)","37682","46077","Customer Strategy & Tax Design, Higher Officer","<5","Government Statistical Service Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1094","Higher Officer (HO)","37682","46077","Customer Strategy & Tax Design, Higher Officer","5","Government Statistical Service Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1094","Higher Officer (HO)","37682","46077","Customer Strategy & Tax Design, Higher Officer","<5","Operational Delivery Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1094","Officer (O)","31096","37919","Customer Strategy & Tax Design, Apprentice - Officer","<5","Government Economic Service","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1094","Officer (O)","31096","37919","Customer Strategy & Tax Design, Apprentice - Officer","<5","Government Social Research Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1094","Officer (O)","31096","37919","Customer Strategy & Tax Design, Apprentice - Officer","<5","Government Statistical Service Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1094","Officer (O)","31096","37919","Customer Strategy & Tax Design, Officer","<5","Digital, Data and Technology Professions","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1094","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Government Economic Service","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1094","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Government Operational Research Service","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1094","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Government Social Research Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1094","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Government Social Research Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1094","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Government Social Research Profession","Yorkshire and The Humber"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1094","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","6.37","Government Statistical Service Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1094","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Government Statistical Service Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1094","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Government Statistical Service Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1095","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Government Tax Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1095","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Policy Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1095","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Policy Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1095","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Other","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1095","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","5","Policy Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1095","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Policy Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1095","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Policy Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1095","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Policy Profession","South West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1095","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Policy Profession","Yorkshire and The Humber"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1095","Higher Officer (HO)","37682","46077","Customer Strategy & Tax Design, Apprentice - Higher Officer","<5","Policy Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1095","Higher Officer (HO)","37682","46077","Customer Strategy & Tax Design, Higher Officer","<5","Operational Delivery Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1095","Higher Officer (HO)","37682","46077","Customer Strategy & Tax Design, Higher Officer","<5","Policy Profession","East Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1095","Higher Officer (HO)","37682","46077","Customer Strategy & Tax Design, Higher Officer","<5","Project Delivery Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1095","Officer (O)","31096","37919","Customer Strategy & Tax Design, Officer","<5","Operational Delivery Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1095","Officer (O)","31096","37919","Customer Strategy & Tax Design, Officer","<5","Operational Delivery Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1095","Officer (O)","31096","37919","Customer Strategy & Tax Design, Officer","<5","Other","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1095","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Operational Delivery Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1095","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Operational Delivery Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1095","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Other","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1095","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Project Delivery Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1095","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Project Delivery Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1105","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Corporate Finance Profession","West Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1105","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Policy Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1105","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Policy Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1105","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Operational Delivery Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1105","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Policy Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1105","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Policy Profession","West Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1105","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Project Delivery Profession","West Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD113","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Other","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD113","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Policy Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD113","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Operational Delivery Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD113","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Operational Delivery Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD113","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Other","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD113","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Other","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD113","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Policy Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD113","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Policy Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD113","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Project Delivery Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD113","Higher Officer (HO)","37682","46077","Customer Strategy & Tax Design, Higher Officer","<5","Operational Delivery Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD113","Higher Officer (HO)","37682","46077","Customer Strategy & Tax Design, Higher Officer","<5","Operational Delivery Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD113","Higher Officer (HO)","37682","46077","Customer Strategy & Tax Design, Higher Officer","<5","Policy Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD113","Higher Officer (HO)","37682","46077","Customer Strategy & Tax Design, Higher Officer","<5","Policy Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD113","Higher Officer (HO)","37682","46077","Customer Strategy & Tax Design, Higher Officer","<5","Policy Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD113","Higher Officer (HO)","37682","46077","Customer Strategy & Tax Design, Higher Officer","<5","Project Delivery Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD113","Officer (O)","31096","37919","Customer Strategy & Tax Design, Officer","<5","Operational Delivery Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD113","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Government Finance Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD113","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Operational Delivery Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD113","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Operational Delivery Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD113","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Other","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD113","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Policy Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD113","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Policy Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD113","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Policy Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD113","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Project Delivery Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD113","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Project Delivery Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1132T","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Project Delivery Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1132T","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Project Delivery Profession","South East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1132T","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Project Delivery Profession","West Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1132T","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Project Delivery Profession","East Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1132T","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Project Delivery Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1132T","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","5.57","Project Delivery Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1132T","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Project Delivery Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1132T","Officer (O)","31096","37919","Customer Strategy & Tax Design, Officer","<5","Project Delivery Profession","East Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1132T","Officer (O)","31096","37919","Customer Strategy & Tax Design, Officer","<5","Project Delivery Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1132T","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Project Delivery Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1132T","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Project Delivery Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1132T","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Project Delivery Profession","West Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD1156","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Operational Delivery Profession","West Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD127","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Government Tax Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD127","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Government Tax Profession","Scotland"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD127","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Government Tax Profession","South West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD127","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Government Tax Profession","West Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD127","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Policy Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD127","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Government Tax Profession","East Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD127","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Government Tax Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD127","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Government Tax Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD127","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Government Tax Profession","Scotland"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD127","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Government Tax Profession","West Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD127","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Government Tax Profession","Yorkshire and The Humber"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD127","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Other","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD127","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Policy Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD127","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Policy Profession","Scotland"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD131","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Government Tax Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD131","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Government Tax Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD131","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Government Tax Profession","Wales"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD131","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Other","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD131","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Policy Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD131","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Government Tax Profession","East Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD131","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","6.25","Government Tax Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD131","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Government Tax Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD131","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Government Tax Profession","Scotland"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD131","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Government Tax Profession","South West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD131","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Government Tax Profession","Wales"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD131","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Government Tax Profession","West Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD131","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Policy Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD131","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Policy Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD131","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Policy Profession","Scotland"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD131","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Policy Profession","West Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD131","Higher Officer (HO)","37682","46077","Customer Strategy & Tax Design, Higher Officer","<5","Policy Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD131","Officer (O)","31096","37919","Customer Strategy & Tax Design, Officer","<5","Policy Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD131","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Government Legal Profession","South West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD131","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Policy Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD131","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Policy Profession","South West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Government Economic Service","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Government Statistical Service Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Government Tax Profession","East Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Government Tax Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Government Tax Profession","Scotland"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Government Tax Profession","Yorkshire and The Humber"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Operational Delivery Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Operational Delivery Profession","South West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Other","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Other","South West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Policy Profession","East Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Policy Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Policy Profession","South West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Government Economic Service","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Government Statistical Service Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Government Tax Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Government Tax Profession","Scotland"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Human Resources Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Operational Delivery Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Other","Wales"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Policy Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Policy Profession","North West"
